Hours Studied,Sleep Hours,Sample Question Papers Practiced,extra_yn,study_efficiency,practice_ratio,conditioned_study,focus_index,learning_engagement,balance_score,Performance Index
6,5,3,0,9.333333333333334,0.5,9.729550745276565,6.0,9.0,0.7142857142857143,45.0
3,8,7,1,21.666666666666668,2.3333333333333335,11.090354888959125,1.5,9.5,4.0,47.0
7,5,7,1,6.714285714285714,1.0,10.39720770839918,3.5,13.5,1.25,38.0
5,6,5,0,17.0,1.0,10.75055681536833,5.0,10.0,1.0,73.0
5,4,8,1,16.2,1.6,7.16703787691222,2.5,12.5,1.3333333333333333,72.0
7,8,0,1,8.857142857142858,0.0,16.635532333438686,3.5,6.5,2.0,53.0
7,4,1,1,9.857142857142858,0.14285714285714285,8.317766166719343,3.5,7.5,1.0,60.0
1,9,3,0,63.0,3.0,6.238324625039508,1.0,4.0,4.5,39.0
5,6,5,0,15.4,1.0,10.75055681536833,5.0,10.0,1.0,61.0
9,8,7,0,9.333333333333334,0.7777777777777778,18.420680743952367,9.0,16.0,0.8,81.0
8,8,2,1,12.25,0.25,17.577796618689757,4.0,9.5,1.7777777777777777,93.0
1,5,3,1,66.0,3.0,3.4657359027997265,0.5,3.5,5.0,41.0
1,6,6,1,83.0,6.0,4.1588830833596715,0.5,6.5,6.0,60.0
3,7,5,0,27.666666666666668,1.6666666666666667,9.704060527839234,3.0,8.0,1.75,65.0
2,6,4,0,37.5,2.0,6.591673732008658,2.0,6.0,2.0,50.0
7,8,6,0,8.714285714285714,0.8571428571428571,16.635532333438686,7.0,13.0,1.0,52.0
8,8,6,0,10.875,0.75,17.577796618689757,8.0,14.0,0.8888888888888888,81.0
6,9,8,0,7.5,1.3333333333333333,17.51319134149782,6.0,14.0,1.2857142857142858,32.0
3,6,6,0,29.0,2.0,8.317766166719343,3.0,9.0,1.5,66.0
1,4,3,0,68.0,3.0,2.772588722239781,1.0,4.0,2.0,42.0
3,6,8,1,24.333333333333332,2.6666666666666665,8.317766166719343,1.5,10.5,3.0,53.0
5,8,2,0,11.6,0.4,14.33407575382444,5.0,7.0,1.3333333333333333,44.0
6,9,8,1,12.833333333333334,1.3333333333333333,17.51319134149782,3.0,13.5,2.5714285714285716,68.0
1,8,4,1,74.0,4.0,5.545177444479562,0.5,4.5,8.0,48.0
3,4,1,1,32.333333333333336,0.3333333333333333,5.545177444479562,1.5,3.5,2.0,76.0
4,4,6,0,13.0,1.5,6.437751649736401,4.0,10.0,0.8,32.0
5,7,4,1,19.4,0.8,12.542316284596385,2.5,8.5,2.3333333333333335,83.0
8,8,2,1,6.375,0.25,17.577796618689757,4.0,9.5,1.7777777777777777,43.0
4,5,0,0,11.5,0.0,8.047189562170502,4.0,4.0,1.0,27.0
5,5,1,1,17.4,0.2,8.958797346140274,2.5,5.5,1.6666666666666667,71.0
5,7,6,0,16.6,1.2,12.542316284596385,5.0,11.0,1.1666666666666667,67.0
3,5,1,1,24.666666666666668,0.3333333333333333,6.931471805599453,1.5,3.5,2.5,54.0
3,4,5,1,19.333333333333332,1.6666666666666667,5.545177444479562,1.5,7.5,2.0,30.0
5,4,8,0,18.4,1.6,7.16703787691222,5.0,13.0,0.6666666666666666,78.0
4,5,5,0,12.25,1.25,8.047189562170502,4.0,9.0,1.0,31.0
1,8,9,0,58.0,9.0,5.545177444479562,1.0,10.0,4.0,32.0
7,9,5,0,7.142857142857143,0.7142857142857143,18.71497387511852,7.0,12.0,1.125,42.0
4,4,8,0,12.25,2.0,6.437751649736401,4.0,12.0,0.8,31.0
1,5,4,1,54.0,4.0,3.4657359027997265,0.5,4.5,5.0,26.0
2,7,8,0,28.5,4.0,7.690286020676768,2.0,10.0,2.3333333333333335,36.0
4,9,9,1,16.5,2.25,14.484941211906902,2.0,12.5,3.6,53.0
9,5,1,0,5.888888888888889,0.1111111111111111,11.51292546497023,9.0,10.0,0.5,46.0
6,5,6,1,8.0,1.0,9.729550745276565,3.0,11.5,1.4285714285714286,36.0
6,7,8,1,16.166666666666668,1.3333333333333333,13.621371043387192,3.0,13.5,2.0,87.0
6,7,7,1,11.0,1.1666666666666667,13.621371043387192,3.0,12.5,2.0,58.0
6,8,4,1,8.666666666666666,0.6666666666666666,15.567281192442506,3.0,9.5,2.2857142857142856,44.0
6,4,4,0,13.833333333333334,0.6666666666666666,7.783640596221253,6.0,10.0,0.5714285714285714,72.0
1,5,0,1,71.0,0.0,3.4657359027997265,0.5,0.5,5.0,45.0
9,5,7,0,5.222222222222222,0.7777777777777778,11.51292546497023,9.0,16.0,0.5,47.0
8,8,6,0,8.25,0.75,17.577796618689757,8.0,14.0,0.8888888888888888,59.0
7,7,2,0,8.428571428571429,0.2857142857142857,14.55609079175885,7.0,9.0,0.875,51.0
1,9,5,1,99.0,5.0,6.238324625039508,0.5,5.5,9.0,74.0
3,6,7,1,15.666666666666666,2.3333333333333335,8.317766166719343,1.5,9.5,3.0,28.0
2,4,6,1,43.5,3.0,4.394449154672439,1.0,7.5,2.6666666666666665,59.0
1,8,7,1,87.0,7.0,5.545177444479562,0.5,7.5,8.0,64.0
1,4,0,0,65.0,0.0,2.772588722239781,1.0,1.0,2.0,34.0
4,7,0,1,17.5,0.0,11.266065387038703,2.0,3.5,2.8,53.0
3,7,1,0,32.333333333333336,0.3333333333333333,9.704060527839234,3.0,4.0,1.75,79.0
7,6,5,0,9.571428571428571,0.7142857142857143,12.476649250079014,7.0,12.0,0.75,59.0
3,6,4,1,27.666666666666668,1.3333333333333333,8.317766166719343,1.5,6.5,3.0,63.0
2,4,3,1,45.5,1.5,4.394449154672439,1.0,4.5,2.6666666666666665,69.0
9,6,5,0,4.777777777777778,0.5555555555555556,13.815510557964275,9.0,14.0,0.6,41.0
5,5,1,1,8.4,0.2,8.958797346140274,2.5,5.5,1.6666666666666667,27.0
8,5,5,0,12.375,0.625,10.986122886681098,8.0,13.0,0.5555555555555556,92.0
6,7,7,1,11.0,1.1666666666666667,13.621371043387192,3.0,12.5,2.0,58.0
5,9,8,1,16.4,1.6,16.125835223052494,2.5,12.5,3.0,69.0
6,6,6,1,12.5,1.0,11.675460894331879,3.0,11.5,1.7142857142857142,63.0
2,8,1,1,42.0,0.5,8.788898309344878,1.0,2.5,5.333333333333333,59.0
5,4,0,1,15.0,0.0,7.16703787691222,2.5,4.5,1.3333333333333333,62.0
3,5,7,0,30.333333333333332,2.3333333333333335,6.931471805599453,3.0,10.0,1.25,76.0
9,7,8,1,6.111111111111111,0.8888888888888888,16.11809565095832,4.5,16.5,1.4,50.0
7,4,7,1,13.571428571428571,1.0,8.317766166719343,3.5,13.5,1.0,87.0
2,8,9,1,27.0,4.5,8.788898309344878,1.0,10.5,5.333333333333333,34.0
3,6,6,1,22.0,2.0,8.317766166719343,1.5,8.5,3.0,46.0
3,4,5,0,19.0,1.6666666666666667,5.545177444479562,3.0,8.0,1.0,34.0
2,9,2,0,22.5,1.0,9.887510598012987,2.0,4.0,3.0,20.0
5,8,7,1,12.2,1.4,14.33407575382444,2.5,11.5,2.6666666666666665,51.0
4,5,9,0,22.5,2.25,8.047189562170502,4.0,13.0,1.0,71.0
1,8,5,1,44.0,5.0,5.545177444479562,0.5,5.5,8.0,17.0
3,6,0,1,24.666666666666668,0.0,8.317766166719343,1.5,2.5,3.0,56.0
1,6,1,0,95.0,1.0,4.1588830833596715,1.0,2.0,3.0,70.0
5,9,9,1,16.0,1.8,16.125835223052494,2.5,13.5,3.0,70.0
1,6,7,0,93.0,7.0,4.1588830833596715,1.0,8.0,3.0,67.0
3,5,6,0,30.333333333333332,2.0,6.931471805599453,3.0,9.0,1.25,72.0
2,4,4,1,22.5,2.0,4.394449154672439,1.0,5.5,2.6666666666666665,21.0
8,6,3,1,7.0,0.375,13.183347464017316,4.0,10.5,1.3333333333333333,50.0
5,8,9,0,9.4,1.8,14.33407575382444,5.0,14.0,1.3333333333333333,35.0
1,5,7,1,49.0,7.0,3.4657359027997265,0.5,7.5,5.0,24.0
4,8,8,1,14.0,2.0,12.875503299472802,2.0,11.5,3.2,37.0
6,9,4,0,16.5,0.6666666666666666,17.51319134149782,6.0,10.0,1.2857142857142858,90.0
1,7,2,1,67.0,2.0,4.852030263919617,0.5,2.5,7.0,39.0
3,4,1,1,23.666666666666668,0.3333333333333333,5.545177444479562,1.5,3.5,2.0,48.0
9,8,1,1,5.777777777777778,0.1111111111111111,18.420680743952367,4.5,9.5,1.6,47.0
8,4,2,1,7.625,0.25,8.788898309344878,4.0,9.5,0.8888888888888888,53.0
9,5,3,0,6.333333333333333,0.3333333333333333,11.51292546497023,9.0,12.0,0.5,51.0
9,5,6,0,7.666666666666667,0.6666666666666666,11.51292546497023,9.0,15.0,0.5,68.0
5,9,2,0,17.2,0.4,16.125835223052494,5.0,7.0,1.5,75.0
5,7,3,0,8.6,0.6,12.542316284596385,5.0,8.0,1.1666666666666667,28.0
3,5,1,0,14.666666666666666,0.3333333333333333,6.931471805599453,3.0,4.0,1.25,20.0
2,8,0,1,36.5,0.0,8.788898309344878,1.0,1.5,5.333333333333333,52.0
1,5,0,1,51.0,0.0,3.4657359027997265,0.5,0.5,5.0,23.0
6,5,5,1,9.333333333333334,0.8333333333333334,9.729550745276565,3.0,10.5,1.4285714285714286,41.0
4,8,0,1,18.25,0.0,12.875503299472802,2.0,3.5,3.2,59.0
5,8,0,1,14.0,0.0,14.33407575382444,2.5,4.5,2.6666666666666665,58.0
9,4,3,0,10.333333333333334,0.3333333333333333,9.210340371976184,9.0,12.0,0.4,92.0
8,8,1,1,10.375,0.125,17.577796618689757,4.0,8.5,1.7777777777777777,76.0
2,9,7,1,25.0,3.5,9.887510598012987,1.0,8.5,6.0,29.0
2,6,4,0,24.5,2.0,6.591673732008658,2.0,6.0,2.0,24.0
1,9,4,1,87.0,4.0,6.238324625039508,0.5,4.5,9.0,64.0
2,9,3,0,30.0,1.5,9.887510598012987,2.0,5.0,3.0,38.0
8,6,2,1,7.5,0.25,13.183347464017316,4.0,9.5,1.3333333333333333,54.0
1,5,9,1,71.0,9.0,3.4657359027997265,0.5,9.5,5.0,47.0
5,6,4,1,10.6,0.8,10.75055681536833,2.5,8.5,2.0,40.0
6,8,4,1,13.0,0.6666666666666666,15.567281192442506,3.0,9.5,2.2857142857142856,68.0
2,8,8,0,22.0,4.0,8.788898309344878,2.0,10.0,2.6666666666666665,28.0
9,8,2,0,6.444444444444445,0.2222222222222222,18.420680743952367,9.0,11.0,0.8,55.0
9,6,9,1,5.666666666666667,1.0,13.815510557964275,4.5,17.5,1.2,49.0
1,7,3,1,94.0,3.0,4.852030263919617,0.5,3.5,7.0,66.0
5,8,2,0,19.4,0.4,14.33407575382444,5.0,7.0,1.3333333333333333,83.0
2,8,6,1,38.0,3.0,8.788898309344878,1.0,7.5,5.333333333333333,53.0
7,9,7,1,11.428571428571429,1.0,18.71497387511852,3.5,13.5,2.25,75.0
8,6,2,0,9.875,0.25,13.183347464017316,8.0,10.0,0.6666666666666666,73.0
4,5,5,1,18.5,1.25,8.047189562170502,2.0,8.5,2.0,60.0
4,5,0,0,21.75,0.0,8.047189562170502,4.0,4.0,1.0,69.0
1,8,8,0,95.0,8.0,5.545177444479562,1.0,9.0,4.0,71.0
5,5,2,0,14.2,0.4,8.958797346140274,5.0,7.0,0.8333333333333334,59.0
7,7,2,0,8.857142857142858,0.2857142857142857,14.55609079175885,7.0,9.0,0.875,52.0
1,8,0,1,51.0,0.0,5.545177444479562,0.5,0.5,8.0,26.0
2,5,3,0,31.5,1.5,5.493061443340549,2.0,5.0,1.6666666666666667,35.0
9,9,1,1,5.222222222222222,0.1111111111111111,20.723265836946414,4.5,9.5,1.8,48.0
8,7,3,1,11.875,0.375,15.380572041353537,4.0,10.5,1.5555555555555556,92.0
9,4,6,0,6.666666666666667,0.6666666666666666,9.210340371976184,9.0,15.0,0.4,54.0
9,8,7,0,9.11111111111111,0.7777777777777778,18.420680743952367,9.0,16.0,0.8,77.0
4,5,5,0,24.0,1.25,8.047189562170502,4.0,9.0,1.0,72.0
3,7,1,1,31.333333333333332,0.3333333333333333,9.704060527839234,1.5,3.5,3.5,74.0
7,4,0,1,14.142857142857142,0.0,8.317766166719343,3.5,6.5,1.0,84.0
4,9,7,0,10.0,1.75,14.484941211906902,4.0,11.0,1.8,21.0
6,5,5,0,13.166666666666666,0.8333333333333334,9.729550745276565,6.0,11.0,0.7142857142857143,66.0
5,8,5,0,19.2,1.0,14.33407575382444,5.0,10.0,1.3333333333333333,81.0
6,5,9,1,10.666666666666666,1.5,9.729550745276565,3.0,14.5,1.4285714285714286,50.0
2,8,6,1,23.0,3.0,8.788898309344878,1.0,7.5,5.333333333333333,25.0
8,9,5,1,6.75,0.625,19.775021196025975,4.0,12.5,2.0,46.0
3,5,7,1,18.0,2.3333333333333335,6.931471805599453,1.5,9.5,2.5,35.0
7,5,7,1,12.857142857142858,1.0,10.39720770839918,3.5,13.5,1.25,82.0
6,8,3,1,13.333333333333334,0.5,15.567281192442506,3.0,8.5,2.2857142857142856,68.0
8,5,6,1,10.875,0.75,10.986122886681098,4.0,13.5,1.1111111111111112,82.0
6,5,8,0,12.0,1.3333333333333333,9.729550745276565,6.0,14.0,0.7142857142857143,62.0
5,5,9,1,15.6,1.8,8.958797346140274,2.5,13.5,1.6666666666666667,64.0
5,6,6,1,15.0,1.2,10.75055681536833,2.5,10.5,2.0,59.0
7,6,9,1,12.285714285714286,1.2857142857142858,12.476649250079014,3.5,15.5,1.5,81.0
5,6,9,0,16.8,1.8,10.75055681536833,5.0,14.0,1.0,69.0
7,6,2,0,11.142857142857142,0.2857142857142857,12.476649250079014,7.0,9.0,0.75,72.0
6,9,9,1,12.833333333333334,1.5,17.51319134149782,3.0,14.5,2.5714285714285716,69.0
5,9,3,0,15.0,0.6,16.125835223052494,5.0,8.0,1.5,62.0
2,7,2,0,39.0,1.0,7.690286020676768,2.0,4.0,2.3333333333333335,56.0
7,5,7,1,10.285714285714286,1.0,10.39720770839918,3.5,13.5,1.25,62.0
7,5,9,0,7.571428571428571,1.2857142857142858,10.39720770839918,7.0,16.0,0.625,40.0
4,4,3,1,22.75,0.75,6.437751649736401,2.0,6.5,1.6,74.0
5,6,4,1,17.2,0.8,10.75055681536833,2.5,8.5,2.0,71.0
3,4,5,1,26.666666666666668,1.6666666666666667,5.545177444479562,1.5,7.5,2.0,58.0
9,8,4,0,10.555555555555555,0.4444444444444444,18.420680743952367,9.0,13.0,0.8,92.0
9,9,5,1,6.222222222222222,0.5555555555555556,20.723265836946414,4.5,13.5,1.8,55.0
6,6,6,1,8.0,1.0,11.675460894331879,3.0,11.5,1.7142857142857142,35.0
7,9,6,0,6.571428571428571,0.8571428571428571,18.71497387511852,7.0,13.0,1.125,43.0
8,7,2,0,7.5,0.25,15.380572041353537,8.0,10.0,0.7777777777777778,52.0
5,5,0,0,11.4,0.0,8.958797346140274,5.0,5.0,0.8333333333333334,40.0
6,5,2,1,15.166666666666666,0.3333333333333333,9.729550745276565,3.0,7.5,1.4285714285714286,80.0
5,5,9,0,17.8,1.8,8.958797346140274,5.0,14.0,0.8333333333333334,75.0
5,9,2,0,12.0,0.4,16.125835223052494,5.0,7.0,1.5,42.0
6,4,4,0,8.5,0.6666666666666666,7.783640596221253,6.0,10.0,0.5714285714285714,36.0
9,7,3,0,8.88888888888889,0.3333333333333333,16.11809565095832,9.0,12.0,0.7,81.0
6,9,4,1,16.5,0.6666666666666666,17.51319134149782,3.0,9.5,2.5714285714285716,88.0
6,6,2,1,12.166666666666666,0.3333333333333333,11.675460894331879,3.0,7.5,1.7142857142857142,61.0
7,7,1,0,10.714285714285714,0.14285714285714285,14.55609079175885,7.0,8.0,0.875,66.0
8,6,3,0,5.0,0.375,13.183347464017316,8.0,11.0,0.6666666666666666,31.0
1,5,4,0,86.0,4.0,3.4657359027997265,1.0,5.0,2.5,59.0
8,5,7,1,7.0,0.875,10.986122886681098,4.0,14.5,1.1111111111111112,51.0
1,4,4,0,51.0,4.0,2.772588722239781,1.0,5.0,2.0,21.0
2,7,1,0,23.0,0.5,7.690286020676768,2.0,3.0,2.3333333333333335,24.0
6,6,3,1,8.833333333333334,0.5,11.675460894331879,3.0,8.5,1.7142857142857142,39.0
4,4,3,1,23.5,0.75,6.437751649736401,2.0,6.5,1.6,75.0
5,5,8,1,9.4,1.6,8.958797346140274,2.5,12.5,1.6666666666666667,31.0
5,9,9,1,9.2,1.8,16.125835223052494,2.5,13.5,3.0,30.0
7,4,2,0,7.571428571428571,0.2857142857142857,8.317766166719343,7.0,9.0,0.5,41.0
9,7,3,0,8.555555555555555,0.3333333333333333,16.11809565095832,9.0,12.0,0.7,74.0
3,5,6,0,26.0,2.0,6.931471805599453,3.0,9.0,1.25,59.0
4,7,9,1,24.5,2.25,11.266065387038703,2.0,12.5,2.8,83.0
7,6,9,0,11.428571428571429,1.2857142857142858,12.476649250079014,7.0,16.0,0.75,68.0
5,4,6,1,18.6,1.2,7.16703787691222,2.5,10.5,1.3333333333333333,78.0
4,9,7,0,22.0,1.75,14.484941211906902,4.0,11.0,1.8,72.0
2,9,4,0,47.5,2.0,9.887510598012987,2.0,6.0,3.0,77.0
7,7,1,1,11.857142857142858,0.14285714285714285,14.55609079175885,3.5,7.5,1.75,74.0
5,9,7,0,15.0,1.4,16.125835223052494,5.0,12.0,1.5,61.0
2,5,0,1,45.0,0.0,5.493061443340549,1.0,1.5,3.3333333333333335,68.0
8,8,9,0,6.75,1.125,17.577796618689757,8.0,17.0,0.8888888888888888,49.0
3,5,4,1,13.333333333333334,1.3333333333333333,6.931471805599453,1.5,6.5,2.5,19.0
6,7,9,0,12.666666666666666,1.5,13.621371043387192,6.0,15.0,1.0,68.0
3,9,2,0,32.0,0.6666666666666666,12.476649250079015,3.0,5.0,2.25,79.0
3,7,7,0,15.333333333333334,2.3333333333333335,9.704060527839234,3.0,10.0,1.75,26.0
7,7,7,0,8.571428571428571,1.0,14.55609079175885,7.0,14.0,0.875,52.0
3,5,1,1,28.666666666666668,0.3333333333333333,6.931471805599453,1.5,3.5,2.5,63.0
5,4,5,0,10.4,1.0,7.16703787691222,5.0,10.0,0.6666666666666666,35.0
3,4,5,0,22.666666666666668,1.6666666666666667,5.545177444479562,3.0,8.0,1.0,47.0
2,9,6,1,38.5,3.0,9.887510598012987,1.0,7.5,6.0,56.0
3,9,7,1,24.0,2.3333333333333335,12.476649250079015,1.5,9.5,4.5,55.0
7,4,1,0,11.285714285714286,0.14285714285714285,8.317766166719343,7.0,8.0,0.5,71.0
9,6,7,1,6.0,0.7777777777777778,13.815510557964275,4.5,15.5,1.2,51.0
1,8,3,1,84.0,3.0,5.545177444479562,0.5,3.5,8.0,59.0
8,6,8,1,9.875,1.0,13.183347464017316,4.0,15.5,1.3333333333333333,71.0
2,5,7,0,30.0,3.5,5.493061443340549,2.0,9.0,1.6666666666666667,38.0
1,6,4,0,56.0,4.0,4.1588830833596715,1.0,5.0,3.0,31.0
8,6,7,1,8.125,0.875,13.183347464017316,4.0,14.5,1.3333333333333333,62.0
9,6,5,0,6.444444444444445,0.5555555555555556,13.815510557964275,9.0,14.0,0.6,54.0
6,7,4,0,13.333333333333334,0.6666666666666666,13.621371043387192,6.0,10.0,1.0,68.0
4,7,6,1,13.75,1.5,11.266065387038703,2.0,9.5,2.8,40.0
4,9,7,1,19.75,1.75,14.484941211906902,2.0,10.5,3.6,65.0
9,9,2,1,5.777777777777778,0.2222222222222222,20.723265836946414,4.5,10.5,1.8,55.0
7,5,8,1,6.714285714285714,1.1428571428571428,10.39720770839918,3.5,14.5,1.25,39.0
3,6,2,1,14.0,0.6666666666666666,8.317766166719343,1.5,4.5,3.0,21.0
1,9,6,0,70.0,6.0,6.238324625039508,1.0,7.0,4.5,45.0
9,4,9,0,5.0,1.0,9.210340371976184,9.0,18.0,0.4,42.0
9,4,6,1,8.11111111111111,0.6666666666666666,9.210340371976184,4.5,14.5,0.8,70.0
1,7,9,0,96.0,9.0,4.852030263919617,1.0,10.0,3.5,72.0
3,9,2,0,27.333333333333332,0.6666666666666666,12.476649250079015,3.0,5.0,2.25,62.0
8,9,0,0,6.5,0.0,19.775021196025975,8.0,8.0,1.0,45.0
9,7,9,0,4.555555555555555,1.0,16.11809565095832,9.0,18.0,0.7,41.0
6,5,5,0,7.0,0.8333333333333334,9.729550745276565,6.0,11.0,0.7142857142857143,28.0
8,7,9,1,9.875,1.125,15.380572041353537,4.0,16.5,1.5555555555555556,77.0
5,5,2,1,10.4,0.4,8.958797346140274,2.5,6.5,1.6666666666666667,36.0
8,4,9,1,9.25,1.125,8.788898309344878,4.0,16.5,0.8888888888888888,65.0
6,5,2,1,10.0,0.3333333333333333,9.729550745276565,3.0,7.5,1.4285714285714286,47.0
3,9,8,1,25.0,2.6666666666666665,12.476649250079015,1.5,10.5,4.5,60.0
7,5,6,1,12.857142857142858,0.8571428571428571,10.39720770839918,3.5,12.5,1.25,85.0
4,9,9,1,15.5,2.25,14.484941211906902,2.0,12.5,3.6,48.0
7,6,8,0,13.142857142857142,1.1428571428571428,12.476649250079014,7.0,15.0,0.75,87.0
6,9,1,1,14.5,0.16666666666666666,17.51319134149782,3.0,6.5,2.5714285714285716,74.0
7,5,7,1,14.0,1.0,10.39720770839918,3.5,13.5,1.25,90.0
2,8,7,0,48.0,3.5,8.788898309344878,2.0,9.0,2.6666666666666665,73.0
4,6,4,1,14.5,1.0,9.656627474604601,2.0,7.5,2.4,40.0
6,5,4,1,8.0,0.6666666666666666,9.729550745276565,3.0,9.5,1.4285714285714286,35.0
7,8,8,1,13.857142857142858,1.1428571428571428,16.635532333438686,3.5,14.5,2.0,93.0
7,7,6,0,7.0,0.8571428571428571,14.55609079175885,7.0,13.0,0.875,38.0
8,9,8,1,6.625,1.0,19.775021196025975,4.0,15.5,2.0,49.0
8,8,9,0,8.875,1.125,17.577796618689757,8.0,17.0,0.8888888888888888,69.0
3,9,6,1,24.333333333333332,2.0,12.476649250079015,1.5,8.5,4.5,55.0
2,4,1,0,36.0,0.5,4.394449154672439,2.0,3.0,1.3333333333333333,50.0
4,8,9,1,22.5,2.25,12.875503299472802,2.0,12.5,3.2,72.0
3,9,5,0,14.0,1.6666666666666667,12.476649250079015,3.0,8.0,2.25,25.0
3,9,2,1,24.0,0.6666666666666666,12.476649250079015,1.5,4.5,4.5,53.0
2,9,7,0,29.0,3.5,9.887510598012987,2.0,9.0,3.0,37.0
7,9,0,1,13.428571428571429,0.0,18.71497387511852,3.5,6.5,2.25,90.0
5,7,1,0,15.4,0.2,12.542316284596385,5.0,6.0,1.1666666666666667,65.0
3,4,0,1,24.0,0.0,5.545177444479562,1.5,2.5,2.0,50.0
3,5,1,0,20.666666666666668,0.3333333333333333,6.931471805599453,3.0,4.0,1.25,43.0
1,8,6,1,61.0,6.0,5.545177444479562,0.5,6.5,8.0,39.0
1,9,9,0,84.0,9.0,6.238324625039508,1.0,10.0,4.5,62.0
7,9,3,1,14.142857142857142,0.42857142857142855,18.71497387511852,3.5,9.5,2.25,92.0
5,4,1,0,16.2,0.2,7.16703787691222,5.0,6.0,0.6666666666666666,64.0
3,6,9,1,28.666666666666668,3.0,8.317766166719343,1.5,11.5,3.0,66.0
2,8,1,1,21.5,0.5,8.788898309344878,1.0,2.5,5.333333333333333,22.0
2,6,1,0,23.0,0.5,6.591673732008658,2.0,3.0,2.0,22.0
1,8,2,0,80.0,2.0,5.545177444479562,1.0,3.0,4.0,52.0
6,8,4,0,15.0,0.6666666666666666,15.567281192442506,6.0,10.0,1.1428571428571428,78.0
4,8,6,1,16.5,1.5,12.875503299472802,2.0,9.5,3.2,51.0
8,7,6,1,8.0,0.75,15.380572041353537,4.0,13.5,1.5555555555555556,62.0
8,6,4,1,9.125,0.5,13.183347464017316,4.0,11.5,1.3333333333333333,68.0
1,4,6,0,85.0,6.0,2.772588722239781,1.0,7.0,2.0,60.0
1,4,9,0,50.0,9.0,2.772588722239781,1.0,10.0,2.0,24.0
2,5,9,1,29.0,4.5,5.493061443340549,1.0,10.5,3.3333333333333335,35.0
2,5,0,0,37.0,0.0,5.493061443340549,2.0,2.0,1.6666666666666667,51.0
6,8,5,0,14.333333333333334,0.8333333333333334,15.567281192442506,6.0,11.0,1.1428571428571428,73.0
9,4,4,0,8.11111111111111,0.4444444444444444,9.210340371976184,9.0,13.0,0.4,66.0
2,4,8,0,35.5,4.0,4.394449154672439,2.0,10.0,1.3333333333333333,46.0
3,6,9,1,15.666666666666666,3.0,8.317766166719343,1.5,11.5,3.0,25.0
8,6,6,1,11.875,0.75,13.183347464017316,4.0,13.5,1.3333333333333333,89.0
3,6,7,1,18.0,2.3333333333333335,8.317766166719343,1.5,9.5,3.0,36.0
8,6,6,0,9.375,0.75,13.183347464017316,8.0,14.0,0.6666666666666666,69.0
7,5,6,1,11.857142857142858,0.8571428571428571,10.39720770839918,3.5,12.5,1.25,77.0
1,8,8,0,67.0,8.0,5.545177444479562,1.0,9.0,4.0,42.0
5,4,7,1,16.8,1.4,7.16703787691222,2.5,11.5,1.3333333333333333,70.0
7,5,0,1,12.0,0.0,10.39720770839918,3.5,6.5,1.25,73.0
6,5,6,0,14.833333333333334,1.0,9.729550745276565,6.0,12.0,0.7142857142857143,75.0
5,5,6,0,8.6,1.2,8.958797346140274,5.0,11.0,0.8333333333333334,29.0
9,9,7,1,6.222222222222222,0.7777777777777778,20.723265836946414,4.5,15.5,1.8,55.0
8,4,6,0,11.5,0.75,8.788898309344878,8.0,14.0,0.4444444444444444,87.0
1,4,5,0,52.0,5.0,2.772588722239781,1.0,6.0,2.0,26.0
5,8,1,0,19.0,0.2,14.33407575382444,5.0,6.0,1.3333333333333333,82.0
2,6,3,1,39.5,1.5,6.591673732008658,1.0,4.5,4.0,54.0
2,9,2,1,30.5,1.0,9.887510598012987,1.0,3.5,6.0,40.0
5,4,7,1,17.2,1.4,7.16703787691222,2.5,11.5,1.3333333333333333,72.0
8,5,4,1,11.375,0.5,10.986122886681098,4.0,11.5,1.1111111111111112,86.0
3,6,6,0,32.666666666666664,2.0,8.317766166719343,3.0,9.0,1.5,76.0
4,6,4,0,11.0,1.0,9.656627474604601,4.0,8.0,1.2,24.0
2,5,1,1,29.5,0.5,5.493061443340549,1.0,2.5,3.3333333333333335,35.0
6,4,1,1,13.666666666666666,0.16666666666666666,7.783640596221253,3.0,6.5,1.1428571428571428,69.0
8,7,3,0,6.625,0.375,15.380572041353537,8.0,11.0,0.7777777777777778,47.0
7,4,4,0,9.428571428571429,0.5714285714285714,8.317766166719343,7.0,11.0,0.5,57.0
6,7,0,1,13.333333333333334,0.0,13.621371043387192,3.0,5.5,2.0,71.0
9,7,9,1,10.222222222222221,1.0,16.11809565095832,4.5,17.5,1.4,92.0
4,4,8,1,14.25,2.0,6.437751649736401,2.0,11.5,1.6,39.0
1,9,7,0,68.0,7.0,6.238324625039508,1.0,8.0,4.5,47.0
3,5,9,0,20.666666666666668,3.0,6.931471805599453,3.0,12.0,1.25,41.0
5,6,5,0,16.2,1.0,10.75055681536833,5.0,10.0,1.0,67.0
1,5,4,1,41.0,4.0,3.4657359027997265,0.5,4.5,5.0,18.0
9,7,5,0,7.111111111111111,0.5555555555555556,16.11809565095832,9.0,14.0,0.7,63.0
9,9,1,0,10.444444444444445,0.1111111111111111,20.723265836946414,9.0,10.0,0.9,91.0
9,8,2,0,5.444444444444445,0.2222222222222222,18.420680743952367,9.0,11.0,0.8,47.0
9,8,5,0,10.222222222222221,0.5555555555555556,18.420680743952367,9.0,14.0,0.8,90.0
1,4,4,1,81.0,4.0,2.772588722239781,0.5,4.5,4.0,55.0
6,5,4,1,16.333333333333332,0.6666666666666666,9.729550745276565,3.0,9.5,1.4285714285714286,87.0
