Hours Studied,Previous Scores,Extracurricular Activities,Sleep Hours,Sample Question Papers Practiced,extra_yn,study_efficiency,practice_ratio,study_sleep_ratio,conditioned_study,focus_index,growth_potential,effort_result_ratio,learning_engagement,balance_score,prediction
7,62,Yes,8,4,1,8.857142857142858,0.5714285714285714,0.875,16.635532333438686,3.5,0.11290322580645161,5.636363636363637,10.5,2.0,61.63412
9,82,No,8,8,0,9.11111111111111,0.8888888888888888,1.125,18.420680743952367,9.0,0.10975609756097561,4.823529411764706,17.0,0.8,79.11526
5,41,Yes,4,8,1,8.2,1.6,1.25,7.16703787691222,2.5,0.12195121951219512,3.1538461538461537,12.5,1.3333333333333333,51.134914
6,99,Yes,5,6,1,16.5,1.0,1.2,9.729550745276565,3.0,0.06060606060606061,8.25,11.5,1.4285714285714286,64.44953
3,78,Yes,5,5,1,26.0,1.6666666666666667,0.6,6.931471805599453,1.5,0.038461538461538464,9.75,7.5,2.5,53.761204
1,76,No,9,7,0,76.0,7.0,0.1111111111111111,6.238324625039508,1.0,0.013157894736842105,9.5,8.0,4.5,54.757435
6,87,Yes,4,2,1,14.5,0.3333333333333333,1.5,7.783640596221253,3.0,0.06896551724137931,10.875,7.5,1.1428571428571428,58.18221
7,40,No,6,1,0,5.714285714285714,0.14285714285714285,1.1666666666666667,12.476649250079014,7.0,0.175,5.0,8.0,0.75,50.90855
9,57,Yes,8,3,1,6.333333333333333,0.3333333333333333,1.125,18.420680743952367,4.5,0.15789473684210525,4.75,11.5,1.6,66.10403
5,97,No,9,4,0,19.4,0.8,0.5555555555555556,16.125835223052494,5.0,0.05154639175257732,10.777777777777779,9.0,1.5,62.087482
5,59,Yes,9,0,1,11.8,0.0,0.5555555555555556,16.125835223052494,2.5,0.0847457627118644,11.8,4.5,3.0,50.828796
3,73,No,8,6,0,24.333333333333332,2.0,0.375,11.090354888959125,3.0,0.0410958904109589,8.11111111111111,9.0,2.0,47.112232
3,81,No,6,2,0,27.0,0.6666666666666666,0.5,8.317766166719343,3.0,0.037037037037037035,16.2,5.0,1.5,46.445618
4,63,No,9,3,0,15.75,0.75,0.4444444444444444,14.484941211906902,4.0,0.06349206349206349,9.0,7.0,1.8,48.866863
5,94,Yes,4,0,1,18.8,0.0,1.25,7.16703787691222,2.5,0.05319148936170213,18.8,4.5,1.3333333333333333,57.350246
7,75,Yes,8,4,1,10.714285714285714,0.5714285714285714,0.875,16.635532333438686,3.5,0.09333333333333334,6.818181818181818,10.5,2.0,63.70277
3,46,No,4,9,0,15.333333333333334,3.0,0.75,5.545177444479562,3.0,0.06521739130434782,3.8333333333333335,12.0,1.0,31.772587
9,49,No,7,5,0,5.444444444444445,0.5555555555555556,1.2857142857142858,16.11809565095832,9.0,0.1836734693877551,3.5,14.0,0.7,69.205124
7,40,Yes,8,6,1,5.714285714285714,0.8571428571428571,0.875,16.635532333438686,3.5,0.175,3.076923076923077,12.5,2.0,59.977795
2,89,Yes,5,5,1,44.5,2.5,0.4,5.493061443340547,1.0,0.02247191011235955,12.714285714285714,6.5,3.3333333333333335,60.111675
9,84,No,9,3,0,9.333333333333334,0.3333333333333333,1.0,20.723265836946414,9.0,0.10714285714285714,7.0,12.0,0.9,76.81888
4,91,Yes,8,9,1,22.75,2.25,0.5,12.875503299472802,2.0,0.04395604395604396,7.0,12.5,3.2,59.819347
7,87,Yes,7,9,1,12.428571428571429,1.2857142857142858,1.0,14.55609079175885,3.5,0.08045977011494253,5.4375,15.5,1.75,69.160225
9,92,Yes,9,5,1,10.222222222222221,0.5555555555555556,1.0,20.723265836946414,4.5,0.09782608695652174,6.571428571428571,13.5,1.8,74.04713
9,71,No,7,5,0,7.888888888888889,0.5555555555555556,1.2857142857142858,16.11809565095832,9.0,0.1267605633802817,5.071428571428571,14.0,0.7,71.92795
4,60,Yes,7,8,1,15.0,2.0,0.5714285714285714,11.266065387038703,2.0,0.06666666666666667,5.0,11.5,2.8,51.10184
4,80,No,7,8,0,20.0,2.0,0.5714285714285714,11.266065387038703,4.0,0.05,6.666666666666667,12.0,1.4,52.28328
4,81,No,8,1,0,20.25,0.25,0.5,12.875503299472802,4.0,0.04938271604938271,16.2,5.0,1.6,50.954082
2,40,Yes,5,9,1,20.0,4.5,0.4,5.493061443340547,1.0,0.05,3.6363636363636362,10.5,3.3333333333333335,30.929588
2,83,Yes,8,4,1,41.5,2.0,0.25,8.788898309344876,1.0,0.024096385542168676,13.833333333333334,5.5,5.333333333333333,47.522083
2,94,No,6,0,0,47.0,0.0,0.3333333333333333,6.591673732008657,2.0,0.02127659574468085,47.0,2.0,2.0,58.209484
2,86,Yes,6,2,1,43.0,1.0,0.3333333333333333,6.591673732008657,1.0,0.023255813953488372,21.5,3.5,4.0,56.619457
7,97,No,7,7,0,13.857142857142858,1.0,1.0,14.55609079175885,7.0,0.07216494845360824,6.928571428571429,14.0,0.875,68.03564
3,70,Yes,7,1,1,23.333333333333332,0.3333333333333333,0.42857142857142855,9.704060527839234,1.5,0.04285714285714286,17.5,3.5,3.5,47.161037
7,74,Yes,9,4,1,10.571428571428571,0.5714285714285714,0.7777777777777778,18.71497387511852,3.5,0.0945945945945946,6.7272727272727275,10.5,2.25,64.60681
7,96,No,9,6,0,13.714285714285714,0.8571428571428571,0.7777777777777778,18.71497387511852,7.0,0.07291666666666667,7.384615384615385,13.0,1.125,72.001526
6,89,No,5,5,0,14.833333333333334,0.8333333333333334,1.2,9.729550745276565,6.0,0.06741573033707865,8.090909090909092,11.0,0.7142857142857143,55.79787
8,44,No,8,2,0,5.5,0.25,1.0,17.577796618689757,8.0,0.18181818181818182,4.4,10.0,0.8888888888888888,62.84412
7,89,Yes,5,7,1,12.714285714285714,1.0,1.4,10.39720770839918,3.5,0.07865168539325842,6.357142857142857,13.5,1.25,65.50775
8,75,Yes,8,2,1,9.375,0.25,1.0,17.577796618689757,4.0,0.10666666666666667,7.5,9.5,1.7777777777777777,64.65274
7,66,No,4,5,0,9.428571428571429,0.7142857142857143,1.75,8.317766166719343,7.0,0.10606060606060606,5.5,12.0,0.5,53.687477
1,54,No,7,7,0,54.0,7.0,0.14285714285714285,4.852030263919617,1.0,0.018518518518518517,6.75,8.0,3.5,32.371044
7,44,No,5,2,0,6.285714285714286,0.2857142857142857,1.4,10.39720770839918,7.0,0.1590909090909091,4.888888888888889,9.0,0.625,49.943657
3,91,No,7,7,0,30.333333333333332,2.3333333333333335,0.42857142857142855,9.704060527839234,3.0,0.03296703296703297,9.1,10.0,1.75,52.51141
7,50,Yes,5,0,1,7.142857142857143,0.0,1.4,10.39720770839918,3.5,0.14,7.142857142857143,6.5,1.25,52.84633
7,45,No,7,5,0,6.428571428571429,0.7142857142857143,1.0,14.55609079175885,7.0,0.15555555555555556,3.75,12.0,0.875,57.916622
3,86,Yes,9,0,1,28.666666666666668,0.0,0.3333333333333333,12.476649250079015,1.5,0.03488372093023256,28.666666666666668,2.5,4.5,50.00632
2,98,No,8,8,0,49.0,4.0,0.25,8.788898309344876,2.0,0.02040816326530612,9.8,10.0,2.6666666666666665,57.962048
6,66,No,9,8,0,11.0,1.3333333333333333,0.6666666666666666,17.51319134149782,6.0,0.09090909090909091,4.714285714285714,14.0,1.2857142857142858,63.58299
1,90,No,7,7,0,90.0,7.0,0.14285714285714285,4.852030263919617,1.0,0.011111111111111112,11.25,8.0,3.5,72.470985
6,69,No,5,5,0,11.5,0.8333333333333334,1.2,9.729550745276565,6.0,0.08695652173913043,6.2727272727272725,11.0,0.7142857142857143,52.084927
1,74,No,4,0,0,74.0,0.0,0.25,2.772588722239781,1.0,0.013513513513513514,74.0,1.0,2.0,74.810974
2,81,No,9,4,0,40.5,2.0,0.2222222222222222,9.887510598012986,2.0,0.024691358024691357,13.5,6.0,3.0,51.040115
9,76,Yes,6,5,1,8.444444444444445,0.5555555555555556,1.5,13.815510557964275,4.5,0.11842105263157894,5.428571428571429,13.5,1.2,67.51033
9,71,Yes,5,0,1,7.888888888888889,0.0,1.8,11.51292546497023,4.5,0.1267605633802817,7.888888888888889,8.5,1.0,60.14153
6,74,Yes,8,6,1,12.333333333333334,1.0,0.75,15.567281192442506,3.0,0.08108108108108109,6.166666666666667,11.5,2.2857142857142856,61.976635
3,71,No,4,5,0,23.666666666666668,1.6666666666666667,0.75,5.545177444479562,3.0,0.04225352112676056,8.875,8.0,1.0,40.34251
8,62,No,4,3,0,7.75,0.375,2.0,8.788898309344878,8.0,0.12903225806451613,5.636363636363637,11.0,0.4444444444444444,55.870083
2,72,Yes,9,8,1,36.0,4.0,0.2222222222222222,9.887510598012986,1.0,0.027777777777777776,7.2,9.5,6.0,36.26357
1,64,Yes,8,0,1,64.0,0.0,0.125,5.545177444479562,0.5,0.015625,64.0,0.5,8.0,43.094822
8,63,Yes,8,3,1,7.875,0.375,1.0,17.577796618689757,4.0,0.12698412698412698,5.7272727272727275,10.5,1.7777777777777777,63.97388
4,78,No,4,6,0,19.5,1.5,1.0,6.437751649736401,4.0,0.05128205128205128,7.8,10.0,0.8,44.96516
9,85,Yes,5,0,1,9.444444444444445,0.0,1.8,11.51292546497023,4.5,0.10588235294117647,9.444444444444445,8.5,1.0,61.87424
1,52,No,5,8,0,52.0,8.0,0.2,3.4657359027997265,1.0,0.019230769230769232,5.777777777777778,9.0,2.5,29.836185
9,62,No,9,1,0,6.888888888888889,0.1111111111111111,1.0,20.723265836946414,9.0,0.14516129032258066,6.2,10.0,0.9,72.003586
3,75,No,6,9,0,25.0,3.0,0.5,8.317766166719343,3.0,0.04,6.25,12.0,1.5,45.46466
6,55,No,4,6,0,9.166666666666666,1.0,1.5,7.783640596221253,6.0,0.10909090909090909,4.583333333333333,12.0,0.5714285714285714,47.923203
3,55,Yes,8,5,1,18.333333333333332,1.6666666666666667,0.375,11.090354888959125,1.5,0.05454545454545454,6.875,7.5,4.0,40.845406
3,81,No,8,8,0,27.0,2.6666666666666665,0.375,11.090354888959125,3.0,0.037037037037037035,7.363636363636363,11.0,2.0,50.43883
2,94,Yes,6,8,1,47.0,4.0,0.3333333333333333,6.591673732008657,1.0,0.02127659574468085,9.4,9.5,4.0,58.237225
8,95,No,7,6,0,11.875,0.75,1.1428571428571428,15.380572041353537,8.0,0.08421052631578947,6.785714285714286,14.0,0.7777777777777778,71.29496
7,50,No,6,8,0,7.142857142857143,1.1428571428571428,1.1666666666666667,12.476649250079014,7.0,0.14,3.3333333333333335,15.0,0.75,58.955288
9,51,No,7,1,0,5.666666666666667,0.1111111111111111,1.2857142857142858,16.11809565095832,9.0,0.17647058823529413,5.1,10.0,0.7,65.267746
6,67,Yes,5,0,1,11.166666666666666,0.0,1.2,9.729550745276565,3.0,0.08955223880597014,11.166666666666666,5.5,1.4285714285714286,53.53361
4,40,No,6,2,0,10.0,0.5,0.6666666666666666,9.656627474604601,4.0,0.1,6.666666666666667,6.0,1.2,36.20449
4,95,No,9,8,0,23.75,2.0,0.4444444444444444,14.484941211906902,4.0,0.042105263157894736,7.916666666666667,12.0,1.8,60.296246
8,82,No,9,5,0,10.25,0.625,0.8888888888888888,19.775021196025975,8.0,0.0975609756097561,6.3076923076923075,13.0,1.0,73.72904
9,63,Yes,9,6,1,7.0,0.6666666666666666,1.0,20.723265836946414,4.5,0.14285714285714285,4.2,14.5,1.8,71.50417
1,86,No,6,9,0,86.0,9.0,0.16666666666666666,4.1588830833596715,1.0,0.011627906976744186,8.6,10.0,3.0,64.22258
7,64,Yes,6,9,1,9.142857142857142,1.2857142857142858,1.1666666666666667,12.476649250079014,3.5,0.109375,4.0,15.5,1.5,64.43717
5,99,No,4,7,0,19.8,1.4,1.25,7.16703787691222,5.0,0.050505050505050504,8.25,12.0,0.6666666666666666,53.61784
8,68,No,5,1,0,8.5,0.125,1.6,10.986122886681098,8.0,0.11764705882352941,7.555555555555555,9.0,0.5555555555555556,57.33962
4,56,No,6,9,0,14.0,2.25,0.6666666666666666,9.656627474604601,4.0,0.07142857142857142,4.3076923076923075,13.0,1.2,44.18566
7,99,No,6,6,0,14.142857142857142,0.8571428571428571,1.1666666666666667,12.476649250079014,7.0,0.0707070707070707,7.615384615384615,13.0,0.75,64.90807
8,83,No,4,4,0,10.375,0.5,2.0,8.788898309344878,8.0,0.0963855421686747,6.916666666666667,12.0,0.4444444444444444,59.786
7,99,Yes,4,3,1,14.142857142857142,0.42857142857142855,1.75,8.317766166719343,3.5,0.0707070707070707,9.9,9.5,1.0,62.347034
9,75,Yes,7,9,1,8.333333333333334,1.0,1.2857142857142858,16.11809565095832,4.5,0.12,4.166666666666667,17.5,1.4,73.09034
7,91,Yes,4,9,1,13.0,1.2857142857142858,1.75,8.317766166719343,3.5,0.07692307692307693,5.6875,15.5,1.0,66.607285
6,90,No,6,3,0,15.0,0.5,1.0,11.675460894331879,6.0,0.06666666666666667,10.0,9.0,0.8571428571428571,56.716984
3,42,No,9,4,0,14.0,1.3333333333333333,0.3333333333333333,12.476649250079015,3.0,0.07142857142857142,6.0,7.0,2.25,36.70807
6,52,No,4,4,0,8.666666666666666,0.6666666666666666,1.5,7.783640596221253,6.0,0.11538461538461539,5.2,10.0,0.5714285714285714,45.707855
3,40,Yes,7,3,1,13.333333333333334,1.0,0.42857142857142855,9.704060527839234,1.5,0.075,6.666666666666667,5.5,3.5,36.3784
8,87,No,7,6,0,10.875,0.75,1.1428571428571428,15.380572041353537,8.0,0.09195402298850575,6.214285714285714,14.0,0.7777777777777778,70.18107
9,89,Yes,9,3,1,9.88888888888889,0.3333333333333333,1.0,20.723265836946414,4.5,0.10112359550561797,7.416666666666667,11.5,1.8,71.58338
7,93,Yes,6,4,1,13.285714285714286,0.5714285714285714,1.1666666666666667,12.476649250079014,3.5,0.07526881720430108,8.454545454545455,10.5,1.5,64.44076
6,70,No,8,1,0,11.666666666666666,0.16666666666666666,0.75,15.567281192442506,6.0,0.08571428571428572,10.0,7.0,1.1428571428571428,56.129337
8,48,No,9,4,0,6.0,0.5,0.8888888888888888,19.775021196025975,8.0,0.16666666666666666,4.0,12.0,1.0,68.00307
3,69,Yes,6,7,1,23.0,2.3333333333333335,0.5,8.317766166719343,1.5,0.043478260869565216,6.9,9.5,3.0,49.31711
3,98,No,7,2,0,32.666666666666664,0.6666666666666666,0.42857142857142855,9.704060527839234,3.0,0.030612244897959183,19.6,5.0,1.75,54.21989
2,97,Yes,5,9,1,48.5,4.5,0.4,5.493061443340547,1.0,0.020618556701030927,8.818181818181818,10.5,3.3333333333333335,62.675365
9,76,No,5,9,0,8.444444444444445,1.0,1.8,11.51292546497023,9.0,0.11842105263157894,4.222222222222222,18.0,0.5,71.35727
7,55,Yes,4,5,1,7.857142857142857,0.7142857142857143,1.75,8.317766166719343,3.5,0.12727272727272726,4.583333333333333,11.5,1.0,57.189884
1,76,Yes,7,3,1,76.0,3.0,0.14285714285714285,4.852030263919617,0.5,0.013157894736842105,19.0,3.5,7.0,56.08424
3,63,Yes,9,9,1,21.0,3.0,0.3333333333333333,12.476649250079015,1.5,0.047619047619047616,5.25,11.5,4.5,43.0696
6,48,Yes,4,0,1,8.0,0.0,1.5,7.783640596221253,3.0,0.125,8.0,5.5,1.1428571428571428,49.283543
3,62,No,7,0,0,20.666666666666668,0.0,0.42857142857142855,9.704060527839234,3.0,0.04838709677419355,20.666666666666668,3.0,1.75,40.497013
8,74,No,7,7,0,9.25,0.875,1.1428571428571428,15.380572041353537,8.0,0.10810810810810811,4.933333333333334,15.0,0.7777777777777778,69.362976
6,46,No,6,2,0,7.666666666666667,0.3333333333333333,1.0,11.675460894331879,6.0,0.13043478260869565,5.75,8.0,0.8571428571428571,47.719276
8,69,Yes,4,5,1,8.625,0.625,2.0,8.788898309344878,4.0,0.11594202898550725,5.3076923076923075,12.5,0.8888888888888888,61.513737
9,74,Yes,8,4,1,8.222222222222221,0.4444444444444444,1.125,18.420680743952367,4.5,0.12162162162162163,5.6923076923076925,12.5,1.6,69.254265
4,96,No,7,9,0,24.0,2.25,0.5714285714285714,11.266065387038703,4.0,0.041666666666666664,7.384615384615385,13.0,1.4,57.24248
8,72,Yes,7,8,1,9.0,1.0,1.1428571428571428,15.380572041353537,4.0,0.1111111111111111,4.5,15.5,1.5555555555555556,68.86698
6,92,Yes,5,3,1,15.333333333333334,0.5,1.2,9.729550745276565,3.0,0.06521739130434782,10.222222222222221,8.5,1.4285714285714286,60.66241
3,67,Yes,5,3,1,22.333333333333332,1.0,0.6,6.931471805599453,1.5,0.04477611940298507,11.166666666666666,5.5,2.5,49.320713
9,42,Yes,7,1,1,4.666666666666667,0.1111111111111111,1.2857142857142858,16.11809565095832,4.5,0.21428571428571427,4.2,9.5,1.4,60.636272
4,57,Yes,4,1,1,14.25,0.25,1.0,6.437751649736401,2.0,0.07017543859649122,11.4,4.5,1.6,47.997143
2,92,Yes,5,3,1,46.0,1.5,0.4,5.493061443340547,1.0,0.021739130434782608,18.4,4.5,3.3333333333333335,62.72845
2,66,No,7,4,0,33.0,2.0,0.2857142857142857,7.690286020676767,2.0,0.030303030303030304,11.0,6.0,2.3333333333333335,41.377453
7,40,No,7,6,0,5.714285714285714,0.8571428571428571,1.0,14.55609079175885,7.0,0.175,3.076923076923077,13.0,0.875,58.0432
7,45,No,9,7,0,6.428571428571429,1.0,0.7777777777777778,18.71497387511852,7.0,0.15555555555555556,3.2142857142857144,14.0,1.125,64.808266
9,50,Yes,6,2,1,5.555555555555555,0.2222222222222222,1.5,13.815510557964275,4.5,0.18,4.545454545454546,10.5,1.2,61.15375
6,73,Yes,4,8,1,12.166666666666666,1.3333333333333333,1.5,7.783640596221253,3.0,0.0821917808219178,5.214285714285714,13.5,1.1428571428571428,60.558323
8,78,No,8,1,0,9.75,0.125,1.0,17.577796618689757,8.0,0.10256410256410256,8.666666666666666,9.0,0.8888888888888888,66.586174
8,60,No,5,2,0,7.5,0.25,1.6,10.986122886681098,8.0,0.13333333333333333,6.0,10.0,0.5555555555555556,57.21771
1,95,No,8,4,0,95.0,4.0,0.125,5.545177444479562,1.0,0.010526315789473684,19.0,5.0,4.0,84.259514
1,52,Yes,6,3,1,52.0,3.0,0.16666666666666666,4.1588830833596715,0.5,0.019230769230769232,13.0,3.5,6.0,36.252323
2,77,Yes,8,5,1,38.5,2.5,0.25,8.788898309344876,1.0,0.025974025974025976,11.0,6.5,5.333333333333333,43.707447
1,91,Yes,6,3,1,91.0,3.0,0.16666666666666666,4.1588830833596715,0.5,0.01098901098901099,22.75,3.5,6.0,79.693924
7,40,No,8,2,0,5.714285714285714,0.2857142857142857,0.875,16.635532333438686,7.0,0.175,4.444444444444445,9.0,1.0,56.877964
5,78,Yes,6,6,1,15.6,1.2,0.8333333333333334,10.75055681536833,2.5,0.0641025641025641,7.090909090909091,10.5,2.0,58.490017
5,71,Yes,5,0,1,14.2,0.0,1.0,8.958797346140274,2.5,0.07042253521126761,14.2,4.5,1.6666666666666667,52.481525
9,88,No,8,8,0,9.777777777777779,0.8888888888888888,1.125,18.420680743952367,9.0,0.10227272727272728,5.176470588235294,17.0,0.8,79.85784
6,43,No,4,5,0,7.166666666666667,0.8333333333333334,1.5,7.783640596221253,6.0,0.13953488372093023,3.909090909090909,11.0,0.5714285714285714,44.86622
1,48,No,9,5,0,48.0,5.0,0.1111111111111111,6.238324625039508,1.0,0.020833333333333332,8.0,6.0,4.5,28.421047
8,45,No,9,0,0,5.625,0.0,0.8888888888888888,19.775021196025975,8.0,0.17777777777777778,5.625,8.0,1.0,63.617466
7,93,Yes,4,6,1,13.285714285714286,0.8571428571428571,1.75,8.317766166719343,3.5,0.07526881720430108,7.153846153846154,12.5,1.0,64.158905
8,74,No,5,5,0,9.25,0.625,1.6,10.986122886681098,8.0,0.10810810810810811,5.6923076923076925,13.0,0.5555555555555556,62.142918
6,57,No,8,8,0,9.5,1.3333333333333333,0.75,15.567281192442506,6.0,0.10526315789473684,4.071428571428571,14.0,1.1428571428571428,59.520313
1,99,No,6,1,0,99.0,1.0,0.16666666666666666,4.1588830833596715,1.0,0.010101010101010102,49.5,2.0,3.0,98.11281
7,54,No,6,7,0,7.714285714285714,1.0,1.1666666666666667,12.476649250079014,7.0,0.12962962962962962,3.857142857142857,14.0,0.75,58.669575
2,56,Yes,5,3,1,28.0,1.5,0.4,5.493061443340547,1.0,0.03571428571428571,11.2,4.5,3.3333333333333335,42.678474
7,82,No,4,4,0,11.714285714285714,0.5714285714285714,1.75,8.317766166719343,7.0,0.08536585365853659,7.454545454545454,11.0,0.5,55.311287
2,54,No,8,0,0,27.0,0.0,0.25,8.788898309344876,2.0,0.037037037037037035,27.0,2.0,2.6666666666666665,37.240242
2,58,No,8,4,0,29.0,2.0,0.25,8.788898309344876,2.0,0.034482758620689655,9.666666666666666,6.0,2.6666666666666665,37.576157
4,65,No,5,2,0,16.25,0.5,0.8,8.047189562170502,4.0,0.06153846153846154,10.833333333333334,6.0,1.0,41.24834
2,61,No,9,0,0,30.5,0.0,0.2222222222222222,9.887510598012986,2.0,0.03278688524590164,30.5,2.0,3.0,41.7931
9,62,No,6,7,0,6.888888888888889,0.7777777777777778,1.5,13.815510557964275,9.0,0.14516129032258066,3.875,16.0,0.6,70.2193
3,52,Yes,4,7,1,17.333333333333332,2.3333333333333335,0.75,5.545177444479562,1.5,0.057692307692307696,5.2,9.5,2.0,45.922405
4,67,Yes,7,1,1,16.75,0.25,0.5714285714285714,11.266065387038703,2.0,0.05970149253731343,13.4,4.5,2.8,49.52553
6,96,No,6,6,0,16.0,1.0,1.0,11.675460894331879,6.0,0.0625,8.0,12.0,0.8571428571428571,60.318462
8,76,No,9,4,0,9.5,0.5,0.8888888888888888,19.775021196025975,8.0,0.10526315789473684,6.333333333333333,12.0,1.0,71.90167
6,83,Yes,6,7,1,13.833333333333334,1.1666666666666667,1.0,11.675460894331879,3.0,0.07228915662650602,6.384615384615385,12.5,1.7142857142857142,63.03113
1,72,No,6,4,0,72.0,4.0,0.16666666666666666,4.1588830833596715,1.0,0.013888888888888888,14.4,5.0,3.0,60.759228
6,83,Yes,7,1,1,13.833333333333334,0.16666666666666666,0.8571428571428571,13.621371043387192,3.0,0.07228915662650602,11.857142857142858,6.5,2.0,58.778698
7,84,Yes,7,6,1,12.0,0.8571428571428571,1.0,14.55609079175885,3.5,0.08333333333333333,6.461538461538462,12.5,1.75,65.91622
4,75,Yes,8,9,1,18.75,2.25,0.5,12.875503299472802,2.0,0.05333333333333334,5.769230769230769,12.5,3.2,55.363796
9,58,Yes,4,2,1,6.444444444444445,0.2222222222222222,2.25,9.210340371976184,4.5,0.15517241379310345,5.2727272727272725,10.5,0.8,59.106174
7,72,Yes,9,4,1,10.285714285714286,0.5714285714285714,0.7777777777777778,18.71497387511852,3.5,0.09722222222222222,6.545454545454546,10.5,2.25,64.28856
1,83,No,4,5,0,83.0,5.0,0.25,2.772588722239781,1.0,0.012048192771084338,13.833333333333334,6.0,2.0,72.70487
7,86,No,5,7,0,12.285714285714286,1.0,1.4,10.39720770839918,7.0,0.08139534883720931,6.142857142857143,14.0,0.625,61.238033
9,50,No,9,9,0,5.555555555555555,1.0,1.0,20.723265836946414,9.0,0.18,2.7777777777777777,18.0,0.9,78.88823
8,81,No,6,2,0,10.125,0.25,1.3333333333333333,13.183347464017316,8.0,0.09876543209876543,8.1,10.0,0.6666666666666666,62.759716
6,41,Yes,7,8,1,6.833333333333333,1.3333333333333333,0.8571428571428571,13.621371043387192,3.0,0.14634146341463414,2.9285714285714284,13.5,2.0,56.785885
3,65,Yes,6,6,1,21.666666666666668,2.0,0.5,8.317766166719343,1.5,0.046153846153846156,7.222222222222222,8.5,3.0,47.65381
7,56,No,4,0,0,8.0,0.0,1.75,8.317766166719343,7.0,0.125,8.0,7.0,0.5,47.485146
3,56,No,9,3,0,18.666666666666668,1.0,0.3333333333333333,12.476649250079015,3.0,0.05357142857142857,9.333333333333334,6.0,2.25,41.728096
2,69,Yes,9,1,1,34.5,0.5,0.2222222222222222,9.887510598012986,1.0,0.028985507246376812,23.0,2.5,6.0,37.903477
3,79,No,6,0,0,26.333333333333332,0.0,0.5,8.317766166719343,3.0,0.0379746835443038,26.333333333333332,3.0,1.5,45.346794
4,63,Yes,5,9,1,15.75,2.25,0.8,8.047189562170502,2.0,0.06349206349206349,4.846153846153846,12.5,2.0,53.27847
6,43,No,8,9,0,7.166666666666667,1.5,0.75,15.567281192442506,6.0,0.13953488372093023,2.8666666666666667,15.0,1.1428571428571428,57.750454
5,77,No,9,1,0,15.4,0.2,0.5555555555555556,16.125835223052494,5.0,0.06493506493506493,12.833333333333334,6.0,1.5,55.534985
5,68,Yes,8,9,1,13.6,1.8,0.625,14.33407575382444,2.5,0.07352941176470588,4.857142857142857,13.5,2.6666666666666665,58.869503
1,91,No,6,2,0,91.0,2.0,0.16666666666666666,4.1588830833596715,1.0,0.01098901098901099,30.333333333333332,3.0,3.0,86.77551
4,45,No,9,9,0,11.25,2.25,0.4444444444444444,14.484941211906902,4.0,0.08888888888888889,3.4615384615384617,13.0,1.8,46.876316
7,85,No,6,7,0,12.142857142857142,1.0,1.1666666666666667,12.476649250079014,7.0,0.08235294117647059,6.071428571428571,14.0,0.75,63.602512
2,52,Yes,4,5,1,26.0,2.5,0.5,4.394449154672438,1.0,0.038461538461538464,7.428571428571429,6.5,2.6666666666666665,42.745064
6,70,No,7,4,0,11.666666666666666,0.6666666666666666,0.8571428571428571,13.621371043387192,6.0,0.08571428571428572,7.0,10.0,1.0,56.225086
2,87,Yes,7,3,1,43.5,1.5,0.2857142857142857,7.690286020676767,1.0,0.022988505747126436,17.4,4.5,4.666666666666667,53.463127
1,94,Yes,6,3,1,94.0,3.0,0.16666666666666666,4.1588830833596715,0.5,0.010638297872340425,23.5,3.5,6.0,83.03558
7,52,No,8,5,0,7.428571428571429,0.7142857142857143,0.875,16.635532333438686,7.0,0.1346153846153846,4.333333333333333,12.0,1.0,61.55411
9,46,No,8,5,0,5.111111111111111,0.5555555555555556,1.125,18.420680743952367,9.0,0.1956521739130435,3.2857142857142856,14.0,0.8,71.52103
2,78,No,8,4,0,39.0,2.0,0.25,8.788898309344876,2.0,0.02564102564102564,13.0,6.0,2.6666666666666665,48.715027
1,78,No,7,8,0,78.0,8.0,0.14285714285714285,4.852030263919617,1.0,0.01282051282051282,8.666666666666666,9.0,3.5,56.678135
6,97,Yes,5,4,1,16.166666666666668,0.6666666666666666,1.2,9.729550745276565,3.0,0.061855670103092786,9.7,9.5,1.4285714285714286,62.419857
3,81,No,6,6,0,27.0,2.0,0.5,8.317766166719343,3.0,0.037037037037037035,9.0,9.0,1.5,47.158096
2,44,Yes,5,1,1,22.0,0.5,0.4,5.493061443340547,1.0,0.045454545454545456,14.666666666666666,2.5,3.3333333333333335,36.941093
7,40,Yes,8,9,1,5.714285714285714,1.2857142857142858,0.875,16.635532333438686,3.5,0.175,2.5,15.5,2.0,62.744427
1,77,No,6,5,0,77.0,5.0,0.16666666666666666,4.1588830833596715,1.0,0.012987012987012988,12.833333333333334,6.0,3.0,63.90244
2,54,Yes,4,7,1,27.0,3.5,0.5,4.394449154672438,1.0,0.037037037037037035,6.0,8.5,2.6666666666666665,42.913017
7,69,No,6,1,0,9.857142857142858,0.14285714285714285,1.1666666666666667,12.476649250079014,7.0,0.10144927536231885,8.625,8.0,0.75,55.52322
5,71,No,5,8,0,14.2,1.6,1.0,8.958797346140274,5.0,0.07042253521126761,5.461538461538462,13.0,0.8333333333333334,50.281487
8,53,No,5,2,0,6.625,0.25,1.6,10.986122886681098,8.0,0.1509433962264151,5.3,10.0,0.5555555555555556,56.243053
5,67,Yes,6,1,1,13.4,0.2,0.8333333333333334,10.75055681536833,2.5,0.07462686567164178,11.166666666666666,5.5,2.0,52.54455
